Numero de iteraciones,Numero de capas,Neuronas por capa,Tasa de aprendizaje,Grado de Confianza,Minimo del error promedio en entrenamiento,Maximo del error promedio en entrenamiento,Falsos positivos entrenamiento,Falsos negativos en el entrenamiento,Minimo del error promedio en pruebas,Maximo del error promedio en pruebas,Falsos negativos en pruebas,Falsos positivos en pruebas
4000,2,[3-1],0.1,0.8,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
4000,2,[3-1],0.1,0.7,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
4000,2,[3-1],0.1,0.6,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
4000,2,[3-1],0.1,0.5,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
4000,2,[3-1],0.01,0.9,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
4000,2,[3-1],0.01,0.8,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
4000,2,[3-1],0.01,0.7,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
4000,2,[3-1],0.01,0.6,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
4000,2,[3-1],0.01,0.5,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
4000,2,[3-1],0.001,0.9,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
4000,2,[3-1],0.001,0.8,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
4000,2,[3-1],0.001,0.7,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
4000,2,[3-1],0.001,0.6,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
4000,2,[3-1],0.001,0.5,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
6000,2,[3-1],0.1,0.9,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
6000,2,[3-1],0.1,0.8,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
6000,2,[3-1],0.1,0.7,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
6000,2,[3-1],0.1,0.6,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
6000,2,[3-1],0.1,0.5,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
6000,2,[3-1],0.01,0.9,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
6000,2,[3-1],0.01,0.8,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
